Time.Bands,Frequency,SE,Species
2018,0.032413276,0.002546251,Short-toed Snake-Eagle
2014,0.023813006,0.011294199,Siberian Rubythroat
2015,0.029215346,0.013443549,Siberian Rubythroat
2016,0.00855237,0.004024086,Siberian Rubythroat
2017,0.013300448,0.006136337,Siberian Rubythroat
2018,0.011775547,0.005458059,Siberian Rubythroat
2014,0.069389875,0.00697461,Siberian Stonechat
2015,0.061029637,0.006179217,Siberian Stonechat
2016,0.07206713,0.007207035,Siberian Stonechat
2017,0.07462724,0.007423299,Siberian Stonechat
2018,0.069243526,0.006889517,Siberian Stonechat
2014,0.021953952,0.007469123,Sikkim Treecreeper
2015,0.015202537,0.005215404,Sikkim Treecreeper
2016,0.020983843,0.006646966,Sikkim Treecreeper
2017,0.023024287,0.007297241,Sikkim Treecreeper
2018,0.018936683,0.005871264,Sikkim Treecreeper
2014,0.093448172,0.091650705,Silver-eared Mesia
2015,0.048970954,0.04952787,Silver-eared Mesia
2016,0.064749802,0.0650339,Silver-eared Mesia
2017,0.05467448,0.054958505,Silver-eared Mesia
2018,0.058739059,0.059022526,Silver-eared Mesia
2014,NA,NA,Sind Sparrow
2015,NA,NA,Sind Sparrow
2016,NA,NA,Sind Sparrow
2017,NA,NA,Sind Sparrow
2018,NA,NA,Sind Sparrow
2014,0.105518816,0.028415226,Singing Bushlark
2015,0.030159859,0.008624916,Singing Bushlark
2016,0.041739606,0.011662052,Singing Bushlark
2017,0.023602797,0.006696292,Singing Bushlark
2018,0.027328107,0.007723207,Singing Bushlark
2014,0.027805348,0.003250426,Sirkeer Malkoha
2015,0.024571273,0.002734558,Sirkeer Malkoha
2016,0.026068124,0.002890515,Sirkeer Malkoha
2017,0.026607327,0.002909696,Sirkeer Malkoha
2018,0.019899459,0.002183523,Sirkeer Malkoha
2014,0.039254713,0.030456061,Slaty-backed Forktail
2015,0.038243253,0.029658859,Slaty-backed Forktail
2016,0.048469848,0.037460795,Slaty-backed Forktail
2017,0.046770151,0.036305924,Slaty-backed Forktail
2018,0.05737232,0.044341265,Slaty-backed Forktail
2014,0.02588071,0.011168698,Slaty-bellied Tesia
2015,0.019069848,0.008239248,Slaty-bellied Tesia
2016,0.025965445,0.011062615,Slaty-bellied Tesia
2017,0.021101021,0.0090773,Slaty-bellied Tesia
2018,0.019675002,0.008300961,Slaty-bellied Tesia
2014,0.030913911,0.008618124,Slaty-blue Flycatcher
2015,0.036050094,0.009814861,Slaty-blue Flycatcher
2016,0.019149344,0.005305804,Slaty-blue Flycatcher
2017,0.025050069,0.006847426,Slaty-blue Flycatcher
2018,0.028791338,0.007728129,Slaty-blue Flycatcher
2014,0.006992143,0.001900581,Slaty-breasted Rail
2015,0.005145117,0.001411977,Slaty-breasted Rail
2016,0.006044184,0.001633468,Slaty-breasted Rail
2017,0.006538814,0.001747393,Slaty-breasted Rail
2018,0.005053146,0.001369058,Slaty-breasted Rail
2014,0.046711324,0.011739019,Slaty-headed Parakeet
2015,0.060143549,0.01460279,Slaty-headed Parakeet
2016,0.061319504,0.014807676,Slaty-headed Parakeet
2017,0.052151871,0.012691376,Slaty-headed Parakeet
2018,0.059731798,0.014414131,Slaty-headed Parakeet
2014,NA,NA,Slaty-legged Crake
2015,NA,NA,Slaty-legged Crake
2016,NA,NA,Slaty-legged Crake
2017,NA,NA,Slaty-legged Crake
2018,NA,NA,Slaty-legged Crake
2014,NA,NA,Slender-billed Babbler
2015,NA,NA,Slender-billed Babbler
2016,NA,NA,Slender-billed Babbler
2017,NA,NA,Slender-billed Babbler
2018,NA,NA,Slender-billed Babbler
2014,0.012995104,0.004228364,Slender-billed Gull
2015,0.010464822,0.003434719,Slender-billed Gull
2016,0.013822677,0.004486588,Slender-billed Gull
2017,0.011708202,0.00379462,Slender-billed Gull
2018,0.013188397,0.004289668,Slender-billed Gull
2014,NA,NA,Slender-billed Scimitar-Babbler
2015,NA,NA,Slender-billed Scimitar-Babbler
2016,NA,NA,Slender-billed Scimitar-Babbler
2017,NA,NA,Slender-billed Scimitar-Babbler
2018,NA,NA,Slender-billed Scimitar-Babbler
2014,NA,NA,Slender-billed Vulture
2015,NA,NA,Slender-billed Vulture
2016,NA,NA,Slender-billed Vulture
2017,NA,NA,Slender-billed Vulture
2018,NA,NA,Slender-billed Vulture
2014,0.08875466,0.005985832,Small Minivet
2015,0.07546646,0.00513401,Small Minivet
2016,0.068993593,0.004647653,Small Minivet
2017,0.075314219,0.005060035,Small Minivet
2018,0.069481829,0.004676659,Small Minivet
2014,0.038891081,0.009286579,Small Niltava
2015,0.033925306,0.008092696,Small Niltava
2016,0.040840337,0.009559683,Small Niltava
2017,0.031418051,0.007383413,Small Niltava
2018,0.042362187,0.009866176,Small Niltava
2014,0.024885215,0.002672604,Small Pratincole
2015,0.020779828,0.002204163,Small Pratincole
2016,0.020676685,0.002177573,Small Pratincole
2017,0.020988186,0.002162676,Small Pratincole
2018,0.022931824,0.002366797,Small Pratincole
2014,NA,NA,Smoky Warbler
2015,NA,NA,Smoky Warbler
2016,NA,NA,Smoky Warbler
2017,NA,NA,Smoky Warbler
2018,NA,NA,Smoky Warbler
2014,NA,NA,Snow Partridge
2015,NA,NA,Snow Partridge
2016,NA,NA,Snow Partridge
2017,NA,NA,Snow Partridge
2018,NA,NA,Snow Partridge
2014,0.078189597,0.028850085,Snow Pigeon
2015,0.102027785,0.037074454,Snow Pigeon
2016,0.091302513,0.032975857,Snow Pigeon
2017,0.093833624,0.033561017,Snow Pigeon
2018,0.112497257,0.039862147,Snow Pigeon
2014,0.031372371,0.040488396,Snowy-browed Flycatcher
2015,0.023507885,0.030254492,Snowy-browed Flycatcher
2016,0.032553417,0.041771461,Snowy-browed Flycatcher
2017,0.030892671,0.039884232,Snowy-browed Flycatcher
2018,0.02858152,0.036693952,Snowy-browed Flycatcher
2014,NA,NA,Snowy-throated Babbler
2015,NA,NA,Snowy-throated Babbler
2016,NA,NA,Snowy-throated Babbler
2017,NA,NA,Snowy-throated Babbler
2018,NA,NA,Snowy-throated Babbler
2014,NA,NA,Sociable Lapwing
2015,NA,NA,Sociable Lapwing
2016,NA,NA,Sociable Lapwing
2017,NA,NA,Sociable Lapwing
2018,NA,NA,Sociable Lapwing
2014,0.018756877,0.004914211,Southern Hill Myna
2015,0.015431607,0.004032298,Southern Hill Myna
2016,0.01261311,0.003276781,Southern Hill Myna
2017,0.017469263,0.004526359,Southern Hill Myna
2018,0.015329994,0.003983159,Southern Hill Myna
2014,0.016974614,0.002786498,Speckled Piculet
2015,0.014978615,0.002402587,Speckled Piculet
2016,0.017479493,0.002766336,Speckled Piculet
2017,0.020005339,0.003134631,Speckled Piculet
2018,0.018264814,0.002872804,Speckled Piculet
2014,0.042759515,0.037241518,Speckled Wood-Pigeon
2015,0.024919111,0.021951611,Speckled Wood-Pigeon
2016,0.031440438,0.027598174,Speckled Wood-Pigeon
2017,0.023782376,0.021017956,Speckled Wood-Pigeon
2018,0.024443655,0.021576882,Speckled Wood-Pigeon
2014,NA,NA,Spectacled Finch
2015,NA,NA,Spectacled Finch
2016,NA,NA,Spectacled Finch
2017,NA,NA,Spectacled Finch
2018,NA,NA,Spectacled Finch
2014,0.03596426,0.006347675,Spot-billed Pelican
2015,0.033087132,0.005852169,Spot-billed Pelican
2016,0.030416327,0.005382857,Spot-billed Pelican
2017,0.031144604,0.005505573,Spot-billed Pelican
2018,0.02948152,0.005239135,Spot-billed Pelican
2014,0.033425878,0.003937602,Spot-breasted Fantail
2015,0.040646608,0.004597265,Spot-breasted Fantail
2016,0.045046682,0.005035887,Spot-breasted Fantail
2017,0.049029281,0.005379461,Spot-breasted Fantail
2018,0.053240285,0.005911522,Spot-breasted Fantail
2014,NA,NA,Spot-breasted Laughingthrush
2015,NA,NA,Spot-breasted Laughingthrush
2016,NA,NA,Spot-breasted Laughingthrush
2017,NA,NA,Spot-breasted Laughingthrush
2018,NA,NA,Spot-breasted Laughingthrush
2014,NA,NA,Spot-breasted Scimitar-Babbler
2015,NA,NA,Spot-breasted Scimitar-Babbler
2016,NA,NA,Spot-breasted Scimitar-Babbler
2017,NA,NA,Spot-breasted Scimitar-Babbler
2018,NA,NA,Spot-breasted Scimitar-Babbler
2014,NA,NA,Spot-winged Grosbeak
2015,NA,NA,Spot-winged Grosbeak
2016,NA,NA,Spot-winged Grosbeak
2017,NA,NA,Spot-winged Grosbeak
2018,NA,NA,Spot-winged Grosbeak
2014,NA,NA,Spot-winged Rosefinch
2015,NA,NA,Spot-winged Rosefinch
2016,NA,NA,Spot-winged Rosefinch
2017,NA,NA,Spot-winged Rosefinch
2018,NA,NA,Spot-winged Rosefinch
2014,NA,NA,Spot-winged Starling
2015,NA,NA,Spot-winged Starling
2016,NA,NA,Spot-winged Starling
2017,NA,NA,Spot-winged Starling
2018,NA,NA,Spot-winged Starling
2014,NA,NA,Spotted Bush Warbler
2015,NA,NA,Spotted Bush Warbler
2016,NA,NA,Spotted Bush Warbler
2017,NA,NA,Spotted Bush Warbler
2018,NA,NA,Spotted Bush Warbler
2014,0.343978948,0.014515078,Spotted Dove
2015,0.310901824,0.013388942,Spotted Dove
2016,0.307995145,0.013247088,Spotted Dove
2017,0.328685837,0.013882603,Spotted Dove
2018,0.327930776,0.013858104,Spotted Dove
2014,0.05435864,0.010667296,Spotted Forktail
2015,0.063069207,0.01206691,Spotted Forktail
2016,0.047699496,0.009217655,Spotted Forktail
2017,0.040336135,0.00788113,Spotted Forktail
2018,0.051258047,0.009761621,Spotted Forktail
2014,0.012280547,0.003451484,Spotted Redshank
2015,0.016492617,0.004598867,Spotted Redshank
2016,0.013037105,0.00363166,Spotted Redshank
2017,0.013989248,0.003900203,Spotted Redshank
2018,0.012385381,0.003463718,Spotted Redshank
2014,0.009056308,0.001562228,Square-tailed Bulbul
2015,0.006436225,0.001108337,Square-tailed Bulbul
2016,0.006751988,0.001150776,Square-tailed Bulbul
2017,0.00774792,0.001322274,Square-tailed Bulbul
2018,0.007566734,0.001282964,Square-tailed Bulbul
2014,0.033098658,0.017711863,Square-tailed Drongo-Cuckoo
2015,0.015865894,0.008627352,Square-tailed Drongo-Cuckoo
2016,0.030118743,0.016035276,Square-tailed Drongo-Cuckoo
2017,0.035805521,0.018926624,Square-tailed Drongo-Cuckoo
2018,0.040038475,0.021217642,Square-tailed Drongo-Cuckoo
2014,0.028235732,0.005408029,Steppe Eagle
2015,0.02224625,0.004198997,Steppe Eagle
2016,0.020288474,0.003887353,Steppe Eagle
2017,0.021275314,0.00404403,Steppe Eagle
2018,0.02305908,0.004356457,Steppe Eagle
2014,0.061408517,0.007463725,Stork-billed Kingfisher
2015,0.056856919,0.0070302,Stork-billed Kingfisher
2016,0.050427829,0.006231673,Stork-billed Kingfisher
2017,0.051245289,0.006316849,Stork-billed Kingfisher
2018,0.056083467,0.006881094,Stork-billed Kingfisher
2014,0.029334173,0.015768693,Streak-breasted Scimitar-Babbler
2015,0.043162779,0.022920556,Streak-breasted Scimitar-Babbler
2016,0.039857423,0.02118273,Streak-breasted Scimitar-Babbler
2017,0.031558008,0.016930599,Streak-breasted Scimitar-Babbler
2018,0.033114157,0.017681129,Streak-breasted Scimitar-Babbler
2014,0.0174409,0.008486529,Streak-throated Barwing
2015,0.01915296,0.00875449,Streak-throated Barwing
2016,0.023988388,0.011228521,Streak-throated Barwing
2017,0.020443714,0.009280596,Streak-throated Barwing
2018,0.027289177,0.012157194,Streak-throated Barwing
2014,0.025012424,0.002293885,Streak-throated Swallow
2015,0.028067247,0.002441169,Streak-throated Swallow
2016,0.033756128,0.00287696,Streak-throated Swallow
2017,0.027581546,0.002387657,Streak-throated Swallow
2018,0.031249837,0.00266453,Streak-throated Swallow
2014,0.028279486,0.003936789,Streak-throated Woodpecker
2015,0.025375941,0.003503623,Streak-throated Woodpecker
2016,0.020830074,0.002829637,Streak-throated Woodpecker
2017,0.022647578,0.003061236,Streak-throated Woodpecker
2018,0.023928548,0.003231381,Streak-throated Woodpecker
2014,0.1665527,0.039843004,Streaked Laughingthrush
2015,0.198749515,0.046224824,Streaked Laughingthrush
2016,0.161464058,0.038277538,Streaked Laughingthrush
2017,0.163486537,0.038754411,Streaked Laughingthrush
2018,0.171059291,0.040471207,Streaked Laughingthrush
2014,0.14206062,0.048625154,Streaked Spiderhunter
2015,0.110459686,0.039397674,Streaked Spiderhunter
2016,0.136923599,0.047071486,Streaked Spiderhunter
2017,0.154749875,0.052072885,Streaked Spiderhunter
2018,0.144714569,0.04920981,Streaked Spiderhunter
2014,0.023301412,0.003584774,Streaked Weaver
2015,0.018794059,0.00279487,Streaked Weaver
2016,0.018124329,0.002635435,Streaked Weaver
2017,0.012365052,0.00184668,Streaked Weaver
2018,0.017003184,0.002478963,Streaked Weaver
2014,0.045413807,0.009434389,Striated Babbler
2015,0.050055328,0.01017779,Striated Babbler
2016,0.060596603,0.012154996,Striated Babbler
2017,0.045845072,0.009159648,Striated Babbler
2018,0.041888111,0.008367462,Striated Babbler
2014,0.056783989,0.034706049,Striated Bulbul
2015,0.044795863,0.027760192,Striated Bulbul
2016,0.064870669,0.039478676,Striated Bulbul
2017,0.049133357,0.030083037,Striated Bulbul
2018,0.038889455,0.02380244,Striated Bulbul
2014,0.065205751,0.016978965,Striated Grassbird
2015,0.060076483,0.015588511,Striated Grassbird
2016,0.059748127,0.015421552,Striated Grassbird
2017,0.042274862,0.010956539,Striated Grassbird
2018,0.040746114,0.010606177,Striated Grassbird
2014,0.029764809,0.002599988,Striated Heron
2015,0.028660837,0.002398751,Striated Heron
2016,0.028540587,0.002358303,Striated Heron
2017,0.026570283,0.002194672,Striated Heron
2018,0.028839897,0.002384547,Striated Heron
2014,0.041226219,0.009006773,Striated Laughingthrush
2015,0.038891763,0.008346394,Striated Laughingthrush
2016,0.033182313,0.007136752,Striated Laughingthrush
2017,0.034298977,0.007360723,Striated Laughingthrush
2018,0.033094703,0.00709681,Striated Laughingthrush
2014,0.043586897,0.009562905,Striated Prinia
2015,0.044274989,0.009148134,Striated Prinia
2016,0.05648951,0.011604579,Striated Prinia
2017,0.059508166,0.011980258,Striated Prinia
2018,0.056197754,0.011483677,Striated Prinia
2014,NA,NA,Striated Yuhina
2015,NA,NA,Striated Yuhina
2016,NA,NA,Striated Yuhina
2017,NA,NA,Striated Yuhina
2018,NA,NA,Striated Yuhina
2014,0.084666171,0.154760621,Stripe-throated Yuhina
2015,0.076765411,0.143158867,Stripe-throated Yuhina
2016,0.058322898,0.112755077,Stripe-throated Yuhina
2017,0.074427456,0.139480887,Stripe-throated Yuhina
2018,0.078429122,0.145284749,Stripe-throated Yuhina
2014,NA,NA,Striped Laughingthrush
2015,NA,NA,Striped Laughingthrush
2016,NA,NA,Striped Laughingthrush
2017,NA,NA,Striped Laughingthrush
2018,NA,NA,Striped Laughingthrush
2014,0.034062246,0.022949904,Sulphur-bellied Warbler
2015,0.038503755,0.025920276,Sulphur-bellied Warbler
2016,0.036894634,0.024902386,Sulphur-bellied Warbler
2017,0.032422239,0.021929094,Sulphur-bellied Warbler
2018,0.035127133,0.023561536,Sulphur-bellied Warbler
2014,0.042296487,0.041367096,Sultan Tit
2015,0.046263611,0.045301449,Sultan Tit
2016,0.045939654,0.044927637,Sultan Tit
2017,0.042298088,0.041475319,Sultan Tit
2018,0.050326693,0.049110858,Sultan Tit
2014,NA,NA,Swamp Francolin
2015,NA,NA,Swamp Francolin
2016,NA,NA,Swamp Francolin
2017,NA,NA,Swamp Francolin
2018,NA,NA,Swamp Francolin
2014,NA,NA,Swamp Prinia
2015,NA,NA,Swamp Prinia
2016,NA,NA,Swamp Prinia
2017,NA,NA,Swamp Prinia
2018,NA,NA,Swamp Prinia
2014,NA,NA,Sykes's Short-toed Lark
2015,NA,NA,Sykes's Short-toed Lark
2016,NA,NA,Sykes's Short-toed Lark
2017,NA,NA,Sykes's Short-toed Lark
2018,NA,NA,Sykes's Short-toed Lark
2014,0.008460855,0.001434646,Sykes's Warbler
2015,0.009281874,0.001506283,Sykes's Warbler
2016,0.010107774,0.001609115,Sykes's Warbler
2017,0.012425917,0.001971595,Sykes's Warbler
2018,0.013504743,0.002127599,Sykes's Warbler
2014,NA,NA,Taiga Flycatcher
2015,NA,NA,Taiga Flycatcher
2016,NA,NA,Taiga Flycatcher
2017,NA,NA,Taiga Flycatcher
2018,NA,NA,Taiga Flycatcher
2014,0.035788122,0.003390045,Tawny-bellied Babbler
2015,0.030975453,0.002977796,Tawny-bellied Babbler
2016,0.035704062,0.003261264,Tawny-bellied Babbler
2017,0.039025632,0.003525375,Tawny-bellied Babbler
2018,0.034368471,0.003124725,Tawny-bellied Babbler
2014,NA,NA,Tawny-breasted Wren-Babbler
2015,NA,NA,Tawny-breasted Wren-Babbler
2016,NA,NA,Tawny-breasted Wren-Babbler
2017,NA,NA,Tawny-breasted Wren-Babbler
2018,NA,NA,Tawny-breasted Wren-Babbler
2014,0.035055351,0.005156372,Tawny Eagle
2015,0.022168001,0.003242994,Tawny Eagle
2016,0.025197863,0.003620193,Tawny Eagle
2017,0.020497872,0.002955649,Tawny Eagle
2018,0.019954944,0.002888594,Tawny Eagle
2014,0.036257595,0.005831795,Tawny Lark
2015,0.031417832,0.005011975,Tawny Lark
2016,0.034187618,0.005371386,Tawny Lark
2017,0.031489452,0.004983028,Tawny Lark
2018,0.027669718,0.004347136,Tawny Lark
2014,0.025926942,0.007843992,Tawny Pipit
2015,0.026193991,0.007905246,Tawny Pipit
2016,0.026054934,0.007823296,Tawny Pipit
2017,0.026782617,0.008010787,Tawny Pipit
2018,0.020817296,0.006239346,Tawny Pipit
2014,0.017608628,0.0020967,Temminck's Stint
2015,0.015726212,0.001846782,Temminck's Stint
2016,0.023781447,0.002710834,Temminck's Stint
2017,0.01932171,0.002202958,Temminck's Stint
2018,0.018505705,0.002103206,Temminck's Stint
2014,0.01686561,0.009800875,Terek Sandpiper
2015,0.015327138,0.008988726,Terek Sandpiper
2016,0.015076105,0.008790315,Terek Sandpiper
2017,0.014546527,0.008521639,Terek Sandpiper
2018,0.009516018,0.00553824,Terek Sandpiper
2014,0.039959874,0.003553602,Thick-billed Flowerpecker
2015,0.040953905,0.003540566,Thick-billed Flowerpecker
2016,0.0405755,0.003498688,Thick-billed Flowerpecker
2017,0.045736668,0.003891021,Thick-billed Flowerpecker
2018,0.031785326,0.002748898,Thick-billed Flowerpecker
2014,0.002884777,0.000720008,Thick-billed Warbler
2015,0.002350865,0.00057927,Thick-billed Warbler
2016,0.002928788,0.000691837,Thick-billed Warbler
2017,0.002533656,0.000609592,Thick-billed Warbler
2018,0.002166358,0.000514635,Thick-billed Warbler
2014,NA,NA,Tibetan Blackbird
2015,NA,NA,Tibetan Blackbird
2016,NA,NA,Tibetan Blackbird
2017,NA,NA,Tibetan Blackbird
2018,NA,NA,Tibetan Blackbird
2014,NA,NA,Tibetan Sandgrouse
2015,NA,NA,Tibetan Sandgrouse
2016,NA,NA,Tibetan Sandgrouse
2017,NA,NA,Tibetan Sandgrouse
2018,NA,NA,Tibetan Sandgrouse
2014,0.058777091,0.00492175,Tickell's Blue Flycatcher
2015,0.054553576,0.004643314,Tickell's Blue Flycatcher
2016,0.059725252,0.004953804,Tickell's Blue Flycatcher
2017,0.070155495,0.005784982,Tickell's Blue Flycatcher
2018,0.063900862,0.005327587,Tickell's Blue Flycatcher
2014,0.020862551,0.007388444,Tickell's Leaf Warbler
2015,0.021119117,0.007459042,Tickell's Leaf Warbler
2016,0.019467628,0.006888374,Tickell's Leaf Warbler
2017,0.018246029,0.00645175,Tickell's Leaf Warbler
2018,0.019865918,0.006998974,Tickell's Leaf Warbler
2014,0.013098801,0.005901103,Tickell's Thrush
2015,0.015111615,0.006760857,Tickell's Thrush
2016,0.010401936,0.004636038,Tickell's Thrush
2017,0.012054903,0.005313376,Tickell's Thrush
2018,0.015765202,0.00698697,Tickell's Thrush
2014,0.026802293,0.014547103,Tree Pipit
2015,0.027504191,0.015016053,Tree Pipit
2016,0.032269793,0.017511161,Tree Pipit
2017,0.030090951,0.01621948,Tree Pipit
2018,0.032478383,0.017533421,Tree Pipit
2014,0.046816475,0.00434171,Tricolored Munia
2015,0.038377301,0.003504417,Tricolored Munia
2016,0.037521023,0.003361029,Tricolored Munia
2017,0.034685336,0.003137736,Tricolored Munia
2018,0.036928214,0.003311747,Tricolored Munia
2014,0.026370293,0.016692427,Tufted Duck
2015,0.023951964,0.015564092,Tufted Duck
2016,0.02252404,0.014701881,Tufted Duck
2017,0.022691923,0.014920203,Tufted Duck
2018,0.023252533,0.015130337,Tufted Duck
2014,0.004401309,0.006287511,Tytler's Leaf Warbler
2015,0.002695599,0.003883715,Tytler's Leaf Warbler
2016,0.005973387,0.008582202,Tytler's Leaf Warbler
2017,0.003747833,0.005365954,Tytler's Leaf Warbler
2018,0.002874912,0.004147269,Tytler's Leaf Warbler
2014,0.037798219,0.007145005,Ultramarine Flycatcher
2015,0.043313971,0.008021605,Ultramarine Flycatcher
2016,0.036625273,0.006705161,Ultramarine Flycatcher
2017,0.032980562,0.006022911,Ultramarine Flycatcher
2018,0.037642267,0.006865741,Ultramarine Flycatcher
2014,NA,NA,Upland Pipit
2015,NA,NA,Upland Pipit
2016,NA,NA,Upland Pipit
2017,NA,NA,Upland Pipit
2018,NA,NA,Upland Pipit
2014,0.10415402,0.053762451,Variable Wheatear
2015,0.090617836,0.046089671,Variable Wheatear
2016,0.089557396,0.045858547,Variable Wheatear
2017,0.079159857,0.040929654,Variable Wheatear
2018,0.07612978,0.039636245,Variable Wheatear
2014,0.13202603,0.047194999,Variegated Laughingthrush
2015,0.085327937,0.031221244,Variegated Laughingthrush
2016,0.096423838,0.035185577,Variegated Laughingthrush
2017,0.088946434,0.032492861,Variegated Laughingthrush
2018,0.106663743,0.03855284,Variegated Laughingthrush
2014,0.034495786,0.004069363,Velvet-fronted Nuthatch
2015,0.02848934,0.003355618,Velvet-fronted Nuthatch
2016,0.028395263,0.003326816,Velvet-fronted Nuthatch
2017,0.030947324,0.003606822,Velvet-fronted Nuthatch
2018,0.027250218,0.003167932,Velvet-fronted Nuthatch
2014,0.056372189,0.006100837,Verditer Flycatcher
2015,0.056130798,0.006001833,Verditer Flycatcher
2016,0.054384432,0.005800794,Verditer Flycatcher
2017,0.055377808,0.005887357,Verditer Flycatcher
2018,0.061885406,0.006479439,Verditer Flycatcher
2014,0.046224813,0.008764612,Vernal Hanging-Parrot
2015,0.044124745,0.008337746,Vernal Hanging-Parrot
2016,0.044742186,0.008432995,Vernal Hanging-Parrot
2017,0.054202323,0.010113742,Vernal Hanging-Parrot
2018,0.055487141,0.010390731,Vernal Hanging-Parrot
2014,0.05731981,0.016858309,Vigors's Sunbird
2015,0.062407889,0.018007041,Vigors's Sunbird
2016,0.05988891,0.017204595,Vigors's Sunbird
2017,0.058048703,0.016729963,Vigors's Sunbird
2018,0.069789943,0.020059198,Vigors's Sunbird
2014,0.04270338,0.068985876,Wallcreeper
2015,0.029441247,0.049433741,Wallcreeper
2016,0.029254153,0.048269292,Wallcreeper
2017,0.036739764,0.061058869,Wallcreeper
2018,0.045242172,0.073789368,Wallcreeper
2014,NA,NA,Ward's Trogon
2015,NA,NA,Ward's Trogon
2016,NA,NA,Ward's Trogon
2017,NA,NA,Ward's Trogon
2018,NA,NA,Ward's Trogon
2014,0.014074131,0.003411752,Watercock
2015,0.009993066,0.002392858,Watercock
2016,0.011173439,0.002635206,Watercock
2017,0.00856018,0.002055028,Watercock
2018,0.007502049,0.001784213,Watercock
2014,0.04639376,0.010696348,Wedge-tailed Pigeon
2015,0.044787794,0.010072123,Wedge-tailed Pigeon
2016,0.049415729,0.010657402,Wedge-tailed Pigeon
2017,0.047857852,0.010498093,Wedge-tailed Pigeon
2018,0.057178863,0.012132339,Wedge-tailed Pigeon
2014,NA,NA,West Himalayan Bush Warbler
2015,NA,NA,West Himalayan Bush Warbler
2016,NA,NA,West Himalayan Bush Warbler
2017,NA,NA,West Himalayan Bush Warbler
2018,NA,NA,West Himalayan Bush Warbler
2014,0.010482241,0.00293081,Western Crowned Warbler
2015,0.011051396,0.00306246,Western Crowned Warbler
2016,0.011568743,0.00319689,Western Crowned Warbler
2017,0.01038187,0.00286215,Western Crowned Warbler
2018,0.013169971,0.003621745,Western Crowned Warbler
2014,0.025390589,0.005378852,Western Reef-Heron
2015,0.023750939,0.00500734,Western Reef-Heron
2016,0.019980359,0.004247952,Western Reef-Heron
2017,0.021280506,0.004477917,Western Reef-Heron
2018,0.02278253,0.004787475,Western Reef-Heron
2014,NA,NA,Western Tragopan
2015,NA,NA,Western Tragopan
2016,NA,NA,Western Tragopan
2017,NA,NA,Western Tragopan
2018,NA,NA,Western Tragopan
2014,0.046964422,0.003645074,Western Yellow Wagtail
2015,0.048758081,0.003630919,Western Yellow Wagtail
2016,0.053412596,0.003961032,Western Yellow Wagtail
2017,0.045580644,0.003381318,Western Yellow Wagtail
2018,0.042871339,0.003142823,Western Yellow Wagtail
2014,0.028097394,0.008244575,Whimbrel
2015,0.025212669,0.007389809,Whimbrel
2016,0.029027316,0.008491986,Whimbrel
2017,0.02745549,0.008051647,Whimbrel
2018,0.02304452,0.006757632,Whimbrel
2014,0.051043793,0.005410543,Whiskered Tern
2015,0.035048599,0.003750104,Whiskered Tern
2016,0.036524866,0.003901307,Whiskered Tern
2017,0.0325414,0.003473921,Whiskered Tern
2018,0.032561037,0.003503359,Whiskered Tern
2014,0.083801314,0.015358045,Whiskered Yuhina
2015,0.089079446,0.016046473,Whiskered Yuhina
2016,0.071062172,0.012836142,Whiskered Yuhina
2017,0.073407895,0.013143967,Whiskered Yuhina
2018,0.075033678,0.013531105,Whiskered Yuhina
2014,0.041762421,0.016990307,Whistler's Warbler
2015,0.033705567,0.013762104,Whistler's Warbler
2016,0.025392924,0.010423001,Whistler's Warbler
2017,0.025599812,0.010486264,Whistler's Warbler
2018,0.031812082,0.012974483,Whistler's Warbler
2014,0.006354813,0.001090788,White-bellied Blue Flycatcher
2015,0.006089987,0.001035288,White-bellied Blue Flycatcher
2016,0.006404458,0.001070952,White-bellied Blue Flycatcher
2017,0.006415535,0.001065154,White-bellied Blue Flycatcher
2018,0.005478985,0.000915834,White-bellied Blue Flycatcher
2014,0.073027395,0.006856472,White-bellied Drongo
2015,0.05871601,0.005401592,White-bellied Drongo
2016,0.057003001,0.005246109,White-bellied Drongo
2017,0.054371383,0.004988144,White-bellied Drongo
2018,0.055757893,0.005105659,White-bellied Drongo
2014,0.04603536,0.02129947,White-bellied Erpornis
2015,0.044918556,0.020661707,White-bellied Erpornis
2016,0.046670496,0.021260034,White-bellied Erpornis
2017,0.04982096,0.022806327,White-bellied Erpornis
2018,0.060834134,0.027401794,White-bellied Erpornis
2014,NA,NA,White-bellied Heron
2015,NA,NA,White-bellied Heron
2016,NA,NA,White-bellied Heron
2017,NA,NA,White-bellied Heron
2018,NA,NA,White-bellied Heron
2014,0.029864296,0.007235213,White-bellied Minivet
2015,0.020767475,0.004959626,White-bellied Minivet
2016,0.01628321,0.003885415,White-bellied Minivet
2017,0.026110266,0.0060988,White-bellied Minivet
2018,0.023057686,0.005351189,White-bellied Minivet
2014,0.049576876,0.013247867,White-bellied Sea-Eagle
2015,0.047273469,0.012650644,White-bellied Sea-Eagle
2016,0.03896397,0.010447276,White-bellied Sea-Eagle
2017,0.042434415,0.011360296,White-bellied Sea-Eagle
2018,0.039157967,0.010483982,White-bellied Sea-Eagle
2014,0.009656833,0.004809176,White-bellied Sholakili
2015,0.005937155,0.002974544,White-bellied Sholakili
2016,0.00565889,0.002810234,White-bellied Sholakili
2017,0.01127042,0.005413255,White-bellied Sholakili
2018,0.011991103,0.005733668,White-bellied Sholakili
2014,0.006159247,0.001597822,White-bellied Treepie
